               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.067763,             0.39682,             0.06553,             0.38173,             0.11072,             0.09077,            0.058473,            0.062861,             0.33181,            0.064157,           0.0019315,           0.0019315,           0.0019315
                 165,            0.069465,             0.37791,            0.065473,             0.38094,             0.11085,            0.090377,            0.058047,            0.062767,             0.33257,            0.064119,            0.001882,            0.001882,            0.001882
                 166,            0.067704,             0.38925,            0.065469,             0.38036,             0.11165,            0.090526,            0.058717,            0.062531,             0.33072,            0.064077,           0.0018325,           0.0018325,           0.0018325
                 167,             0.06604,             0.39296,            0.065261,              0.3814,             0.11262,            0.090977,            0.058877,            0.062387,             0.33074,            0.064016,            0.001783,            0.001783,            0.001783
                 168,            0.070245,             0.40079,            0.065576,              0.3788,             0.11288,            0.090665,            0.058381,            0.062417,             0.33041,             0.06398,           0.0017335,           0.0017335,           0.0017335
                 169,             0.06713,             0.38409,            0.065084,             0.38145,              0.1131,            0.091019,            0.058337,             0.06239,             0.33088,            0.063925,            0.001684,            0.001684,            0.001684
                 170,            0.069002,             0.39403,            0.065529,             0.38275,             0.11317,            0.090585,            0.058663,            0.062165,             0.32967,            0.063869,           0.0016345,           0.0016345,           0.0016345
                 171,            0.068496,             0.40542,            0.064862,              0.3839,             0.11296,             0.09101,            0.058544,            0.062229,             0.32964,            0.063829,            0.001585,            0.001585,            0.001585
                 172,            0.069624,             0.38453,            0.065148,             0.38264,             0.11357,            0.091827,            0.059021,            0.062299,             0.32985,            0.063797,           0.0015355,           0.0015355,           0.0015355
                 173,            0.068246,             0.39936,             0.06508,             0.38142,             0.11378,            0.091948,            0.059357,            0.062193,             0.32963,            0.063736,            0.001486,            0.001486,            0.001486
                 174,            0.067296,             0.40045,            0.064874,             0.38222,              0.1139,            0.092565,            0.059537,            0.062224,             0.32956,            0.063669,           0.0014365,           0.0014365,           0.0014365
                 175,            0.070605,             0.36954,            0.065237,             0.38179,             0.11449,            0.093038,             0.05999,            0.062185,             0.33023,             0.06362,            0.001387,            0.001387,            0.001387
                 176,            0.069124,             0.39808,            0.065032,              0.3837,             0.11503,            0.094195,             0.06098,            0.062162,             0.32911,            0.063562,           0.0013375,           0.0013375,           0.0013375
                 177,            0.068073,             0.40495,             0.06481,             0.38222,             0.11462,            0.093838,            0.060631,             0.06209,             0.32846,            0.063496,            0.001288,            0.001288,            0.001288
                 178,            0.067552,             0.38753,            0.064742,             0.38436,             0.11487,            0.093708,            0.060972,               0.062,             0.32812,            0.063467,           0.0012385,           0.0012385,           0.0012385
                 179,            0.068331,             0.41256,            0.064848,             0.38283,             0.11505,            0.093955,            0.060727,            0.062083,             0.32835,            0.063408,            0.001189,            0.001189,            0.001189
                 180,            0.068402,             0.36173,            0.064677,             0.34048,             0.11689,             0.09464,            0.061019,            0.062034,             0.32817,            0.063366,           0.0011395,           0.0011395,           0.0011395
                 181,            0.069188,             0.38989,            0.064775,             0.34032,             0.11655,            0.094837,            0.061001,            0.061979,             0.32734,            0.063322,             0.00109,             0.00109,             0.00109
                 182,            0.067341,             0.36719,            0.064664,             0.34144,             0.11576,            0.094704,            0.060748,            0.062097,             0.32737,             0.06332,           0.0010405,           0.0010405,           0.0010405
                 183,            0.068623,             0.39034,            0.065194,              0.3412,             0.11603,            0.095097,            0.061439,            0.061995,              0.3275,            0.063301,            0.000991,            0.000991,            0.000991
                 184,             0.06741,             0.37169,            0.064576,             0.34126,             0.11633,             0.09539,            0.062072,            0.061797,             0.32656,            0.063267,           0.0009415,           0.0009415,           0.0009415
                 185,            0.067135,             0.37854,            0.064686,             0.34136,              0.1169,            0.096409,            0.063231,            0.061772,             0.32649,            0.063225,            0.000892,            0.000892,            0.000892
                 186,            0.067982,             0.37921,            0.064748,             0.34103,             0.11707,             0.09627,             0.06251,            0.061811,             0.32689,            0.063194,           0.0008425,           0.0008425,           0.0008425
                 187,             0.06764,             0.38758,            0.064801,             0.34397,             0.11787,            0.096136,            0.062803,            0.061744,             0.32681,            0.063131,            0.000793,            0.000793,            0.000793
                 188,            0.067805,             0.40046,            0.064692,             0.34676,             0.11813,            0.096395,            0.062518,            0.061821,             0.32729,            0.063091,           0.0007435,           0.0007435,           0.0007435
                 189,             0.06721,             0.39547,            0.064315,             0.34214,             0.11793,            0.096409,            0.062476,             0.06185,             0.32699,            0.063072,            0.000694,            0.000694,            0.000694
                 190,            0.065296,             0.40038,             0.06456,             0.35023,             0.11758,            0.096086,            0.062323,            0.061751,             0.32694,            0.063055,           0.0006445,           0.0006445,           0.0006445
                 191,            0.067401,             0.38963,            0.064677,             0.34906,             0.11775,            0.095986,            0.062454,            0.061624,             0.32665,            0.063032,            0.000595,            0.000595,            0.000595
                 192,            0.067599,              0.3887,            0.064797,             0.34853,             0.11767,            0.095784,             0.06231,            0.061616,             0.32646,            0.063025,           0.0005455,           0.0005455,           0.0005455
                 193,             0.06985,             0.38789,            0.064953,             0.34921,             0.11768,            0.096468,            0.063041,            0.061582,             0.32614,            0.063013,            0.000496,            0.000496,            0.000496
                 194,            0.067106,             0.38634,            0.064303,             0.35143,             0.11728,              0.0966,            0.063369,            0.061527,             0.32587,            0.063002,           0.0004465,           0.0004465,           0.0004465
                 195,            0.068224,              0.3733,            0.064601,             0.35296,             0.11693,             0.09634,            0.062995,            0.061559,             0.32547,            0.062986,            0.000397,            0.000397,            0.000397
                 196,             0.06849,             0.38859,            0.064599,             0.35187,              0.1167,            0.096425,             0.06315,            0.061478,             0.32496,            0.062971,           0.0003475,           0.0003475,           0.0003475
                 197,            0.065924,             0.37954,              0.0643,             0.35134,             0.11755,            0.096964,            0.063816,            0.061433,             0.32455,            0.062946,            0.000298,            0.000298,            0.000298
                 198,            0.068045,             0.39177,            0.064524,             0.35094,             0.11844,            0.097441,            0.064227,             0.06145,             0.32478,            0.062939,           0.0002485,           0.0002485,           0.0002485
                 199,            0.065491,             0.38979,            0.064432,             0.34969,             0.11949,            0.097688,            0.064422,            0.061398,             0.32458,            0.062914,            0.000199,            0.000199,            0.000199
