               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.098326,             0.47132,            0.074517,            0.019773,            0.030113,            0.012356,           0.0045659,              0.0968,             0.41701,            0.074001,           0.0094555,           0.0094555,           0.0094555
                  12,            0.097583,             0.49854,            0.074197,            0.062698,            0.030209,            0.012249,           0.0046809,            0.099435,             0.40299,            0.073792,           0.0094555,           0.0094555,           0.0094555
                  13,            0.098327,             0.49115,            0.073988,            0.067869,            0.034612,            0.013993,           0.0052794,            0.093196,             0.40889,            0.073662,            0.009406,            0.009406,            0.009406
                  14,            0.098715,             0.45639,            0.073975,            0.028573,            0.038122,            0.017144,           0.0068135,            0.098755,             0.40814,            0.073605,           0.0093565,           0.0093565,           0.0093565
                  15,            0.099646,             0.48968,            0.073918,             0.14752,            0.040039,            0.015071,           0.0063582,            0.092685,             0.49212,            0.073288,            0.009307,            0.009307,            0.009307
                  16,            0.091973,             0.48401,            0.073659,             0.27252,            0.038781,            0.014179,           0.0059228,            0.092481,             0.50303,            0.073223,           0.0092575,           0.0092575,           0.0092575
                  17,            0.095878,             0.48755,             0.07351,             0.19158,            0.040866,            0.016492,            0.007126,             0.10147,             0.46762,            0.073067,            0.009208,            0.009208,            0.009208
                  18,            0.097612,             0.46762,            0.073473,             0.19394,            0.043893,            0.016684,           0.0070845,            0.099279,             0.43674,            0.072971,           0.0091585,           0.0091585,           0.0091585
                  19,            0.094575,             0.47025,            0.073566,             0.14785,            0.038987,            0.016091,           0.0068253,            0.090169,             0.41911,            0.072994,            0.009109,            0.009109,            0.009109
                  20,            0.089585,             0.48431,            0.073398,             0.15095,            0.044313,            0.016513,           0.0075705,            0.086875,             0.40192,            0.072895,           0.0090595,           0.0090595,           0.0090595
                  21,            0.090827,             0.45746,            0.073096,             0.15072,            0.046117,            0.017055,           0.0078804,            0.087566,             0.39772,            0.072807,             0.00901,             0.00901,             0.00901
                  22,            0.089891,             0.47882,            0.073162,             0.15319,            0.045231,            0.017516,           0.0082075,            0.086466,             0.39793,            0.072781,           0.0089605,           0.0089605,           0.0089605
                  23,            0.093588,             0.46853,            0.073064,            0.035946,            0.048484,            0.021957,            0.010454,            0.085167,             0.39824,            0.072662,            0.008911,            0.008911,            0.008911
                  24,            0.088179,             0.47281,            0.073104,            0.034967,            0.048699,            0.022052,            0.010339,            0.084771,             0.40054,            0.072704,           0.0088615,           0.0088615,           0.0088615
                  25,            0.092485,             0.47452,            0.072952,             0.11219,             0.04355,            0.018024,           0.0084369,            0.095372,             0.39481,            0.072655,            0.008812,            0.008812,            0.008812
                  26,            0.092407,             0.44659,            0.073009,            0.034383,            0.049741,            0.022072,            0.010684,             0.08428,             0.39503,            0.072697,           0.0087625,           0.0087625,           0.0087625
                  27,            0.087601,             0.46256,            0.072977,             0.03533,            0.048392,            0.021931,           0.0099939,            0.079958,             0.42898,            0.072689,            0.008713,            0.008713,            0.008713
                  28,             0.08564,              0.4659,            0.072965,            0.039688,            0.049533,             0.02416,             0.01084,            0.082739,             0.40594,            0.072487,           0.0086635,           0.0086635,           0.0086635
                  29,            0.084665,             0.48788,            0.072869,            0.033829,            0.049769,            0.021322,            0.010569,            0.081309,             0.39564,            0.072357,            0.008614,            0.008614,            0.008614
                  30,            0.088642,             0.45535,            0.072647,            0.035934,            0.049353,            0.022394,            0.011011,            0.084053,             0.39637,             0.07222,           0.0085645,           0.0085645,           0.0085645
                  31,            0.082382,             0.45459,            0.072748,             0.24295,            0.045991,            0.020932,            0.010108,            0.084112,             0.41669,            0.072174,            0.008515,            0.008515,            0.008515
                  32,            0.088495,             0.44999,            0.072699,            0.038226,              0.0509,            0.023636,            0.011501,            0.081019,             0.40629,            0.072117,           0.0084655,           0.0084655,           0.0084655
                  33,            0.088055,             0.45475,            0.072438,            0.038348,            0.050489,            0.023524,            0.011594,            0.079452,             0.40773,            0.072075,            0.008416,            0.008416,            0.008416
                  34,            0.084637,             0.43005,            0.072474,             0.20525,            0.047933,            0.022021,            0.010944,            0.082998,             0.40702,            0.072102,           0.0083665,           0.0083665,           0.0083665
                  35,            0.082178,             0.46615,            0.072668,            0.036201,            0.049777,             0.02204,            0.010201,            0.083226,             0.40533,            0.071922,            0.008317,            0.008317,            0.008317
                  36,            0.087828,             0.46587,             0.07239,            0.042885,             0.05296,            0.026062,            0.012545,            0.078772,             0.39867,            0.071915,           0.0082675,           0.0082675,           0.0082675
                  37,             0.08465,             0.45531,            0.072491,            0.040549,            0.053205,            0.025133,             0.01238,            0.080788,             0.39853,            0.071861,            0.008218,            0.008218,            0.008218
                  38,            0.086469,             0.44579,            0.072309,            0.037697,            0.051064,            0.023751,            0.012033,            0.080667,             0.40409,            0.071918,           0.0081685,           0.0081685,           0.0081685
                  39,            0.084818,             0.42847,            0.072633,            0.036919,            0.052026,            0.023049,            0.011769,            0.077899,             0.39032,            0.071793,            0.008119,            0.008119,            0.008119
                  40,            0.084156,             0.46565,            0.072385,            0.036334,            0.051953,            0.023196,            0.012049,            0.078747,             0.38985,            0.071857,           0.0080695,           0.0080695,           0.0080695
                  41,            0.083964,             0.43859,            0.072415,            0.043893,             0.05364,            0.027194,            0.014332,            0.079058,             0.38585,            0.071751,             0.00802,             0.00802,             0.00802
                  42,            0.083961,             0.43137,            0.072245,            0.039988,             0.05378,            0.025267,            0.013499,            0.076314,             0.38525,            0.071674,           0.0079705,           0.0079705,           0.0079705
                  43,            0.081774,             0.46976,            0.072144,            0.041226,            0.055322,            0.026271,            0.014237,            0.075487,             0.38989,            0.071564,            0.007921,            0.007921,            0.007921
                  44,            0.081684,             0.45361,            0.072061,            0.036483,             0.05172,            0.023438,            0.012213,            0.082579,             0.38851,             0.07151,           0.0078715,           0.0078715,           0.0078715
                  45,            0.082036,             0.45476,            0.071884,            0.039537,            0.055743,            0.025239,            0.013461,            0.075767,             0.39791,            0.071457,            0.007822,            0.007822,            0.007822
                  46,            0.081097,             0.43254,             0.07221,            0.038578,            0.053876,            0.024745,            0.011714,            0.081709,             0.39272,            0.071369,           0.0077725,           0.0077725,           0.0077725
                  47,            0.082635,             0.43807,            0.072013,            0.044524,            0.056629,            0.027806,            0.014772,            0.075706,             0.38518,            0.071377,            0.007723,            0.007723,            0.007723
                  48,            0.081286,             0.44947,            0.071931,            0.044303,            0.056538,            0.027636,            0.014965,              0.0745,             0.38675,            0.071415,           0.0076735,           0.0076735,           0.0076735
                  49,            0.083318,             0.45786,            0.071909,            0.044531,            0.056742,            0.028057,            0.015351,            0.079482,             0.38345,            0.071293,            0.007624,            0.007624,            0.007624
                  50,            0.082321,              0.4348,            0.071886,            0.042802,            0.056361,            0.026971,            0.014223,            0.078119,             0.38439,            0.071278,           0.0075745,           0.0075745,           0.0075745
                  51,            0.082977,             0.45676,            0.071731,            0.043603,            0.056626,            0.027226,            0.014891,             0.07561,             0.37939,            0.071354,            0.007525,            0.007525,            0.007525
                  52,            0.081791,             0.44835,            0.071663,            0.044718,            0.057572,             0.02782,            0.015324,            0.077514,             0.37799,            0.071236,           0.0074755,           0.0074755,           0.0074755
                  53,            0.081157,             0.42639,            0.071731,            0.043532,            0.056534,              0.0272,            0.015119,            0.077833,             0.37876,            0.071243,            0.007426,            0.007426,            0.007426
                  54,            0.078532,             0.44547,            0.071691,            0.045544,            0.058351,            0.028574,            0.015796,            0.074154,             0.37879,             0.07119,           0.0073765,           0.0073765,           0.0073765
                  55,            0.080235,             0.43571,            0.071606,            0.045366,            0.058693,            0.028991,            0.016176,            0.074188,             0.37563,            0.071075,            0.007327,            0.007327,            0.007327
                  56,            0.079315,             0.43772,            0.071647,            0.047672,            0.059743,            0.029789,            0.016676,            0.072386,             0.37805,            0.071037,           0.0072775,           0.0072775,           0.0072775
                  57,            0.077188,             0.43111,            0.071571,             0.04618,            0.059481,            0.028913,            0.015997,            0.073156,             0.37846,            0.070984,            0.007228,            0.007228,            0.007228
                  58,            0.079458,             0.41748,            0.071449,             0.04561,            0.057929,            0.028605,            0.015371,            0.076684,             0.37512,            0.070972,           0.0071785,           0.0071785,           0.0071785
                  59,            0.081992,             0.45937,             0.07172,            0.046764,            0.060286,            0.029435,            0.016857,             0.07257,             0.37476,            0.070904,            0.007129,            0.007129,            0.007129
                  60,            0.080135,             0.42918,            0.071472,            0.048847,            0.060294,            0.030668,             0.01769,            0.072279,             0.37433,            0.070847,           0.0070795,           0.0070795,           0.0070795
                  61,            0.077279,             0.45025,             0.07159,            0.052522,            0.061754,            0.033092,            0.018811,             0.07115,             0.37674,            0.070858,             0.00703,             0.00703,             0.00703
                  62,            0.077868,             0.42143,            0.071462,            0.049948,            0.062176,            0.031885,            0.017821,            0.072325,             0.37484,            0.070789,           0.0069805,           0.0069805,           0.0069805
                  63,            0.079945,             0.44387,            0.071081,            0.049865,            0.061456,            0.032461,            0.018506,            0.072306,             0.37721,            0.070728,            0.006931,            0.006931,            0.006931
                  64,            0.076264,             0.41111,            0.071399,            0.051509,            0.061365,            0.033132,            0.018118,            0.072273,             0.37605,            0.070641,           0.0068815,           0.0068815,           0.0068815
                  65,            0.077932,             0.43486,            0.071521,            0.049689,            0.061516,            0.032241,            0.017837,            0.072609,             0.37574,            0.070595,            0.006832,            0.006832,            0.006832
                  66,            0.080018,             0.44323,            0.071151,            0.052012,            0.062544,            0.033559,            0.018893,            0.073229,             0.37273,            0.070591,           0.0067825,           0.0067825,           0.0067825
                  67,            0.078333,             0.45712,            0.071166,            0.052115,            0.062454,            0.033459,            0.019325,            0.072238,             0.37248,            0.070599,            0.006733,            0.006733,            0.006733
                  68,            0.079736,             0.45373,            0.071082,            0.053049,            0.062796,            0.034065,            0.020098,            0.070582,             0.37021,            0.070496,           0.0066835,           0.0066835,           0.0066835
                  69,            0.076917,             0.42834,            0.070888,            0.054581,            0.064584,            0.035494,            0.020115,            0.071028,             0.37274,            0.070438,            0.006634,            0.006634,            0.006634
                  70,             0.07713,             0.44683,            0.070948,             0.05693,            0.064093,            0.036618,            0.020396,            0.071728,             0.37294,            0.070377,           0.0065845,           0.0065845,           0.0065845
                  71,            0.078459,             0.44068,            0.071054,            0.056377,            0.065262,            0.036831,            0.020788,            0.071267,             0.36885,            0.070286,            0.006535,            0.006535,            0.006535
                  72,             0.07544,              0.4302,            0.070923,            0.058334,            0.065738,            0.038192,            0.021388,             0.07175,             0.36939,            0.070229,           0.0064855,           0.0064855,           0.0064855
                  73,            0.077053,             0.41217,            0.070843,            0.053498,            0.064977,            0.035365,             0.01977,            0.073692,             0.36936,            0.070221,            0.006436,            0.006436,            0.006436
                  74,            0.076098,             0.43474,            0.070797,            0.053916,            0.064071,            0.035704,            0.019879,            0.073456,             0.36955,            0.070293,           0.0063865,           0.0063865,           0.0063865
                  75,            0.080567,             0.45925,            0.070871,            0.056835,            0.065561,            0.038181,            0.021873,            0.070705,             0.36827,            0.070236,            0.006337,            0.006337,            0.006337
                  76,            0.077405,             0.47384,            0.070567,            0.058047,            0.066069,            0.038926,            0.022712,            0.069828,              0.3656,             0.07021,           0.0062875,           0.0062875,           0.0062875
                  77,             0.07803,             0.43289,            0.070859,            0.058597,            0.066416,            0.039827,            0.022048,            0.071794,             0.36757,            0.070175,            0.006238,            0.006238,            0.006238
                  78,            0.076551,              0.4266,            0.070889,            0.060364,            0.067136,            0.040894,            0.023234,            0.071177,               0.366,             0.07008,           0.0061885,           0.0061885,           0.0061885
                  79,             0.07846,               0.434,            0.070556,            0.059594,            0.067034,            0.040909,            0.023137,              0.0704,             0.36756,            0.069954,            0.006139,            0.006139,            0.006139
                  80,            0.075665,             0.41973,            0.070485,            0.064159,            0.068639,             0.04363,            0.024334,            0.070323,             0.36616,            0.069874,           0.0060895,           0.0060895,           0.0060895
                  81,            0.076185,             0.44436,            0.070674,            0.059943,            0.069032,            0.041915,            0.023647,            0.069851,              0.3652,            0.069901,             0.00604,             0.00604,             0.00604
                  82,            0.075249,             0.45011,            0.070464,            0.063313,            0.070335,            0.043996,            0.025195,            0.070096,             0.36746,            0.069813,           0.0059905,           0.0059905,           0.0059905
                  83,            0.076415,             0.44722,            0.070491,            0.064818,            0.071211,            0.045121,            0.026911,            0.068593,             0.36258,            0.069683,            0.005941,            0.005941,            0.005941
                  84,            0.075965,             0.44295,            0.070188,            0.064813,            0.071436,            0.045931,            0.025993,            0.069976,              0.3649,            0.069599,           0.0058915,           0.0058915,           0.0058915
                  85,            0.075641,             0.41671,            0.070391,            0.063644,            0.071527,            0.045674,            0.025121,            0.071492,             0.36652,             0.06953,            0.005842,            0.005842,            0.005842
                  86,            0.074901,             0.43673,             0.07006,            0.066821,            0.071974,            0.046911,            0.026788,            0.069575,             0.36242,            0.069492,           0.0057925,           0.0057925,           0.0057925
                  87,            0.074823,             0.41692,            0.070147,            0.066927,            0.073561,            0.047134,            0.026311,            0.070173,             0.36195,            0.069427,            0.005743,            0.005743,            0.005743
                  88,             0.07607,             0.40748,            0.070247,             0.06629,            0.071868,            0.046747,            0.025813,            0.072177,             0.36133,            0.069431,           0.0056935,           0.0056935,           0.0056935
                  89,            0.076461,             0.41344,            0.070213,            0.067997,            0.073259,            0.048243,            0.027105,             0.06987,             0.36138,            0.069386,            0.005644,            0.005644,            0.005644
                  90,            0.073905,             0.43578,            0.069946,            0.069023,            0.074464,            0.049029,            0.028221,            0.068801,             0.36091,            0.069313,           0.0055945,           0.0055945,           0.0055945
                  91,            0.072815,             0.44328,            0.070036,            0.071027,            0.075451,            0.051193,            0.029684,            0.068376,             0.35791,            0.069229,            0.005545,            0.005545,            0.005545
                  92,            0.073644,             0.39335,            0.069859,             0.11209,            0.074181,            0.049371,            0.028592,            0.068675,             0.36088,            0.069187,           0.0054955,           0.0054955,           0.0054955
                  93,            0.076802,             0.42184,            0.069856,            0.069928,            0.075002,            0.050212,            0.029063,            0.069064,             0.35875,            0.069145,            0.005446,            0.005446,            0.005446
                  94,            0.076409,             0.43225,            0.069698,              0.1127,            0.074625,            0.050697,             0.02895,            0.068719,             0.36056,            0.069061,           0.0053965,           0.0053965,           0.0053965
                  95,            0.073456,             0.39601,            0.070135,             0.15649,            0.075566,             0.05112,            0.029384,            0.068119,             0.35571,            0.069016,            0.005347,            0.005347,            0.005347
                  96,            0.073697,             0.40086,             0.06974,             0.07492,            0.076434,            0.053664,             0.03185,             0.06869,             0.35703,            0.068943,           0.0052975,           0.0052975,           0.0052975
                  97,            0.074039,             0.41401,            0.069782,             0.19766,            0.077236,            0.052231,            0.030804,             0.06784,             0.35739,            0.068882,            0.005248,            0.005248,            0.005248
                  98,            0.073538,             0.39699,            0.069486,             0.23771,            0.078025,            0.053917,            0.030684,            0.068676,             0.35642,            0.068798,           0.0051985,           0.0051985,           0.0051985
                  99,            0.075078,             0.43875,            0.069568,             0.24013,            0.078362,             0.05425,            0.032784,            0.067034,             0.35654,            0.068699,            0.005149,            0.005149,            0.005149
                 100,            0.073458,             0.41271,              0.0696,             0.24584,            0.079295,            0.057012,            0.034448,            0.067055,             0.35627,            0.068695,           0.0050995,           0.0050995,           0.0050995
                 101,            0.074997,             0.39779,            0.069431,             0.24196,            0.079624,            0.055637,            0.032103,            0.067923,             0.35487,            0.068512,             0.00505,             0.00505,             0.00505
                 102,            0.074177,             0.41737,            0.069257,             0.28718,            0.078922,            0.056148,            0.032387,            0.068315,             0.35589,            0.068497,           0.0050005,           0.0050005,           0.0050005
                 103,            0.072726,             0.41045,            0.069469,               0.247,            0.079902,            0.056831,             0.03395,            0.066862,              0.3543,            0.068455,            0.004951,            0.004951,            0.004951
                 104,            0.072717,               0.366,            0.068796,             0.27552,            0.080297,            0.059497,            0.035187,            0.067398,             0.35442,            0.068363,           0.0049015,           0.0049015,           0.0049015
                 105,            0.069984,             0.41459,            0.069185,             0.25844,            0.082314,            0.060379,            0.036076,            0.067334,              0.3554,            0.068283,            0.004852,            0.004852,            0.004852
                 106,            0.073828,             0.41617,            0.068882,             0.29271,            0.080965,            0.060212,             0.03464,            0.068494,             0.35436,            0.068226,           0.0048025,           0.0048025,           0.0048025
                 107,            0.072083,             0.40084,            0.069041,             0.25889,            0.083042,            0.060989,            0.035881,            0.067101,             0.35236,            0.068165,            0.004753,            0.004753,            0.004753
                 108,            0.072505,             0.42414,            0.068922,             0.29016,             0.08323,            0.061573,            0.036446,            0.067364,             0.35252,            0.068058,           0.0047035,           0.0047035,           0.0047035
                 109,            0.070672,             0.40711,            0.068789,             0.29458,            0.084073,            0.061105,            0.035558,            0.067272,             0.35195,            0.067951,            0.004654,            0.004654,            0.004654
                 110,            0.073359,             0.40659,            0.068894,             0.29295,            0.084622,            0.061932,            0.035345,            0.067642,             0.35057,            0.067913,           0.0046045,           0.0046045,           0.0046045
                 111,            0.074814,             0.39189,            0.068755,             0.29414,            0.084904,            0.061582,            0.037161,            0.066196,             0.34833,            0.067833,            0.004555,            0.004555,            0.004555
                 112,            0.072206,             0.41046,            0.068948,             0.29457,            0.084554,            0.061404,            0.036426,             0.06637,             0.34824,             0.06781,           0.0045055,           0.0045055,           0.0045055
                 113,             0.07704,             0.41141,            0.069012,             0.33714,            0.083488,             0.06092,            0.035603,            0.067127,             0.35026,            0.067726,            0.004456,            0.004456,            0.004456
                 114,            0.073856,             0.40188,            0.068317,             0.34048,            0.083853,            0.061109,            0.034457,            0.067893,             0.34989,            0.067612,           0.0044065,           0.0044065,           0.0044065
                 115,            0.074208,             0.39622,            0.068587,             0.29655,             0.08522,            0.061202,            0.036116,            0.066004,             0.34765,            0.067547,            0.004357,            0.004357,            0.004357
                 116,            0.072273,             0.41418,            0.068536,             0.29551,            0.086329,            0.062257,            0.037457,             0.06593,             0.34744,            0.067486,           0.0043075,           0.0043075,           0.0043075
                 117,            0.070823,             0.40897,            0.068654,             0.25691,            0.087067,            0.064614,            0.039615,            0.065611,             0.34678,            0.067398,            0.004258,            0.004258,            0.004258
                 118,             0.07174,             0.41034,            0.068517,             0.26121,             0.08779,            0.065759,            0.040199,             0.06595,             0.34769,            0.067307,           0.0042085,           0.0042085,           0.0042085
                 119,            0.075279,             0.40943,            0.067798,             0.30232,            0.088439,            0.067302,            0.041301,            0.065609,             0.34692,            0.067211,            0.004159,            0.004159,            0.004159
                 120,            0.071544,             0.38893,            0.068229,             0.34311,            0.088814,            0.065257,            0.039678,            0.065359,             0.34672,            0.067108,           0.0041095,           0.0041095,           0.0041095
                 121,            0.072675,             0.43282,            0.068105,             0.34884,            0.089805,            0.067388,            0.039682,            0.066317,             0.34692,            0.067024,             0.00406,             0.00406,             0.00406
                 122,            0.070694,             0.41343,            0.067781,             0.34789,            0.090719,            0.067151,            0.039903,            0.066027,             0.34797,            0.066978,           0.0040105,           0.0040105,           0.0040105
                 123,            0.071036,             0.40495,            0.067588,             0.34743,            0.091264,            0.068964,            0.041981,            0.065433,             0.34354,            0.066858,            0.003961,            0.003961,            0.003961
                 124,            0.071362,             0.41828,            0.067753,             0.35168,            0.090862,            0.068768,             0.04097,            0.066159,             0.34494,             0.06682,           0.0039115,           0.0039115,           0.0039115
                 125,            0.071538,             0.36886,            0.068053,             0.35083,            0.091846,            0.069441,            0.041458,            0.065973,             0.34601,            0.066811,            0.003862,            0.003862,            0.003862
                 126,            0.069653,             0.42162,            0.067896,             0.34801,            0.091737,            0.068932,            0.042136,            0.065091,             0.34309,            0.066782,           0.0038125,           0.0038125,           0.0038125
                 127,            0.072729,             0.43815,            0.067666,             0.35173,            0.093426,            0.070389,            0.041734,            0.066382,             0.34534,             0.06665,            0.003763,            0.003763,            0.003763
                 128,            0.071468,             0.40278,             0.06757,             0.35148,             0.09454,            0.070119,            0.040414,            0.066198,             0.34363,            0.066561,           0.0037135,           0.0037135,           0.0037135
                 129,            0.072572,             0.40222,            0.067949,             0.35046,            0.094904,            0.070293,            0.043833,            0.064462,              0.3417,            0.066509,            0.003664,            0.003664,            0.003664
                 130,            0.071336,             0.40018,            0.067525,             0.35682,             0.09528,            0.072503,            0.044343,             0.06501,             0.34334,            0.066431,           0.0036145,           0.0036145,           0.0036145
                 131,            0.068122,             0.38104,            0.067376,             0.35742,            0.095996,            0.072134,            0.043452,            0.065085,             0.34505,            0.066374,            0.003565,            0.003565,            0.003565
                 132,            0.071376,             0.38375,            0.067303,             0.35251,            0.095982,            0.072823,             0.04458,            0.064739,             0.34334,            0.066282,           0.0035155,           0.0035155,           0.0035155
                 133,            0.069397,             0.40968,            0.067702,             0.35527,             0.09726,            0.074273,            0.045976,            0.064556,             0.34304,            0.066227,            0.003466,            0.003466,            0.003466
                 134,            0.069848,             0.41831,            0.067655,             0.35511,            0.097553,            0.074384,            0.045982,            0.064751,             0.33997,            0.066168,           0.0034165,           0.0034165,           0.0034165
                 135,            0.068005,             0.41707,            0.067243,             0.35568,            0.099135,            0.075372,            0.046797,            0.064696,              0.3404,            0.066061,            0.003367,            0.003367,            0.003367
                 136,            0.069975,             0.41955,            0.067238,              0.3567,            0.099142,            0.076164,            0.046498,            0.065203,             0.34279,             0.06599,           0.0033175,           0.0033175,           0.0033175
                 137,            0.071795,             0.39078,            0.067559,             0.35861,            0.099014,            0.076053,            0.048113,             0.06421,             0.34047,            0.065966,            0.003268,            0.003268,            0.003268
                 138,            0.073401,             0.39354,            0.067023,             0.36014,            0.098915,            0.076303,            0.047146,            0.064698,              0.3409,            0.065889,           0.0032185,           0.0032185,           0.0032185
                 139,            0.070369,             0.39186,            0.067215,             0.35929,             0.10047,            0.076245,            0.047303,            0.064318,             0.33923,            0.065798,            0.003169,            0.003169,            0.003169
                 140,            0.070237,              0.3914,            0.066894,             0.35935,             0.10097,            0.077262,            0.047022,            0.064998,             0.33836,            0.065729,           0.0031195,           0.0031195,           0.0031195
                 141,            0.069689,             0.39566,            0.066763,             0.36284,             0.10132,            0.077754,            0.048302,            0.064289,             0.33843,            0.065704,             0.00307,             0.00307,             0.00307
                 142,            0.069904,             0.38164,            0.066988,             0.36353,             0.10141,            0.078645,            0.048895,            0.064003,             0.33899,             0.06566,           0.0030205,           0.0030205,           0.0030205
                 143,            0.069122,             0.37732,            0.066783,             0.36262,             0.10274,            0.078806,            0.049055,            0.064106,             0.33988,            0.065512,            0.002971,            0.002971,            0.002971
                 144,            0.068524,             0.37984,            0.066688,             0.36151,             0.10292,             0.07878,            0.048918,            0.064067,             0.33936,            0.065449,           0.0029215,           0.0029215,           0.0029215
                 145,            0.070811,             0.38929,            0.066774,             0.36663,             0.10309,            0.079359,            0.049188,            0.064266,             0.33804,            0.065363,            0.002872,            0.002872,            0.002872
                 146,            0.070572,             0.39888,            0.066529,             0.37013,             0.10293,            0.079279,            0.048386,            0.064574,             0.33791,              0.0653,           0.0028225,           0.0028225,           0.0028225
                 147,            0.070243,             0.40439,            0.066606,             0.37129,              0.1046,            0.080881,            0.050576,            0.063692,             0.33765,            0.065201,            0.002773,            0.002773,            0.002773
                 148,            0.069923,             0.38966,            0.066247,             0.37764,             0.10545,            0.081496,            0.050933,             0.06346,             0.33584,            0.065119,           0.0027235,           0.0027235,           0.0027235
                 149,             0.07003,             0.39475,            0.066489,              0.3771,             0.10516,            0.081613,            0.050941,            0.063441,             0.33639,            0.065069,            0.002674,            0.002674,            0.002674
                 150,            0.070579,             0.38441,            0.066661,             0.37445,              0.1046,            0.081317,            0.050478,            0.063691,             0.33622,            0.064999,           0.0026245,           0.0026245,           0.0026245
                 151,            0.066944,             0.34484,            0.065951,             0.36733,             0.10495,            0.081853,            0.050662,            0.064293,             0.33625,            0.064888,            0.002575,            0.002575,            0.002575
                 152,            0.071661,             0.39475,            0.066514,             0.37257,             0.10593,            0.082901,             0.05156,            0.063568,             0.33651,            0.064814,           0.0025255,           0.0025255,           0.0025255
                 153,            0.071312,             0.40703,              0.0665,             0.37214,             0.10608,            0.083413,            0.051533,            0.063744,             0.33509,            0.064795,            0.002476,            0.002476,            0.002476
                 154,            0.067358,             0.40737,            0.065958,             0.37193,             0.10689,            0.084256,             0.05184,            0.063671,             0.33574,            0.064722,           0.0024265,           0.0024265,           0.0024265
                 155,            0.069037,             0.39102,             0.06573,             0.37254,             0.10731,            0.084655,            0.053103,             0.06325,              0.3332,            0.064602,            0.002377,            0.002377,            0.002377
                 156,            0.068945,             0.39231,            0.065895,             0.37396,             0.10751,            0.085154,            0.053681,            0.063248,              0.3332,            0.064568,           0.0023275,           0.0023275,           0.0023275
                 157,            0.069585,             0.38035,            0.066009,             0.37822,             0.10789,            0.085819,            0.054344,            0.063063,              0.3336,            0.064537,            0.002278,            0.002278,            0.002278
                 158,            0.068254,             0.42882,            0.065541,             0.37988,             0.10888,            0.085923,            0.053249,            0.063723,             0.33417,            0.064499,           0.0022285,           0.0022285,           0.0022285
                 159,             0.06814,             0.39436,            0.065922,             0.37805,             0.10879,            0.085905,            0.054868,            0.062904,             0.33165,            0.064402,            0.002179,            0.002179,            0.002179
                 160,            0.071402,             0.40105,            0.065668,              0.3787,             0.10826,            0.087269,            0.055478,            0.062962,             0.33271,            0.064339,           0.0021295,           0.0021295,           0.0021295
                 161,            0.067972,             0.38135,            0.065373,             0.37967,             0.10959,            0.088426,            0.056117,            0.062964,             0.33174,            0.064274,             0.00208,             0.00208,             0.00208
                 162,            0.069437,             0.39184,            0.065844,             0.38094,              0.1101,            0.089763,            0.057264,            0.062653,             0.33135,             0.06422,           0.0020305,           0.0020305,           0.0020305
                 163,            0.067175,              0.3957,            0.065586,             0.38092,              0.1109,            0.090738,            0.058476,            0.062739,             0.33223,            0.064175,            0.001981,            0.001981,            0.001981
