               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,             0.08355,              0.4543,            0.072433,            0.038732,            0.055343,            0.024997,            0.013278,            0.077069,             0.39167,            0.072021,            0.008944,            0.008944,            0.008944
                  34,            0.084318,             0.42329,            0.072427,             0.21091,            0.051204,            0.023353,            0.012017,            0.081362,             0.39422,            0.071999,            0.008911,            0.008911,            0.008911
                  35,            0.080639,             0.46069,            0.072676,            0.037784,            0.053491,            0.024486,            0.011188,            0.081653,             0.40496,            0.071861,            0.008878,            0.008878,            0.008878
                  36,            0.087269,             0.45518,            0.072335,            0.038915,            0.054656,            0.025176,            0.012608,             0.07612,             0.40241,            0.071861,            0.008845,            0.008845,            0.008845
                  37,            0.081478,             0.45046,            0.072467,            0.041003,            0.056041,            0.026603,            0.014037,            0.076333,             0.39707,            0.071739,            0.008812,            0.008812,            0.008812
                  38,            0.083481,             0.43816,            0.072191,            0.035813,             0.05295,            0.023593,            0.012086,            0.076971,             0.39901,            0.071789,            0.008779,            0.008779,            0.008779
                  39,            0.083658,             0.42281,            0.072507,            0.039476,            0.055871,            0.025925,            0.013928,             0.07533,             0.38545,            0.071712,            0.008746,            0.008746,            0.008746
                  40,            0.079645,             0.46445,            0.072262,            0.040229,            0.055272,            0.026161,            0.012731,            0.076997,             0.38411,            0.071693,            0.008713,            0.008713,            0.008713
                  41,            0.083315,             0.43204,            0.072316,            0.035819,            0.051673,            0.023949,            0.012486,            0.080358,             0.38356,            0.071617,             0.00868,             0.00868,             0.00868
                  42,            0.085841,             0.42348,             0.07219,            0.035408,            0.052686,             0.02441,             0.01284,            0.082392,             0.38043,            0.071617,            0.008647,            0.008647,            0.008647
                  43,            0.085119,              0.4582,            0.072143,            0.041293,            0.057609,            0.027412,            0.014704,            0.076812,             0.38431,            0.071583,            0.008614,            0.008614,            0.008614
                  44,            0.081333,             0.44943,            0.072127,            0.040997,             0.05531,            0.027329,            0.015126,            0.079784,             0.38137,            0.071625,            0.008581,            0.008581,            0.008581
                  45,            0.080063,             0.44684,            0.071856,            0.040594,            0.057512,            0.027298,            0.014621,            0.076956,             0.38389,            0.071529,            0.008548,            0.008548,            0.008548
                  46,            0.077671,             0.42688,            0.072135,            0.041882,            0.058873,            0.028364,            0.014745,            0.075578,             0.38264,            0.071438,            0.008515,            0.008515,            0.008515
                  47,            0.081418,             0.43349,            0.071833,            0.042924,            0.060165,            0.029285,            0.016385,            0.072557,             0.37382,            0.071308,            0.008482,            0.008482,            0.008482
                  48,            0.077929,             0.44469,            0.071831,            0.042954,            0.059793,            0.029869,            0.016122,            0.073702,             0.38056,            0.071301,            0.008449,            0.008449,            0.008449
                  49,            0.081578,             0.45178,            0.071805,            0.045557,            0.061178,            0.031313,            0.017188,            0.074141,             0.37931,            0.071144,            0.008416,            0.008416,            0.008416
                  50,            0.080361,             0.42911,            0.071773,            0.046338,            0.060706,            0.031999,            0.017058,            0.078273,             0.37701,            0.071129,            0.008383,            0.008383,            0.008383
                  51,            0.081517,             0.44933,            0.071558,            0.045266,            0.060541,            0.031197,            0.017892,            0.075175,             0.37387,            0.071167,             0.00835,             0.00835,             0.00835
                  52,             0.07938,             0.44404,            0.071572,            0.047819,            0.062059,            0.033001,            0.018991,            0.072479,             0.37395,            0.071079,            0.008317,            0.008317,            0.008317
                  53,            0.076967,             0.42181,            0.071584,            0.045207,            0.061834,            0.031691,            0.017321,             0.07354,             0.37306,            0.071056,            0.008284,            0.008284,            0.008284
                  54,            0.076885,             0.43635,            0.071539,            0.046297,            0.062065,            0.032459,            0.017463,            0.073667,              0.3729,            0.071003,            0.008251,            0.008251,            0.008251
                  55,            0.076063,             0.42898,            0.071379,            0.051288,            0.062291,            0.035107,            0.019875,            0.071342,             0.37245,            0.070904,            0.008218,            0.008218,            0.008218
                  56,            0.078734,             0.43179,            0.071448,            0.050153,            0.062634,            0.035192,            0.019264,            0.072916,             0.37278,            0.070831,            0.008185,            0.008185,            0.008185
                  57,            0.078572,             0.42424,            0.071402,            0.050649,            0.063512,            0.035711,             0.01892,            0.073059,              0.3748,            0.070793,            0.008152,            0.008152,            0.008152
                  58,            0.078279,             0.41263,            0.071281,            0.047221,            0.063242,            0.034059,            0.018464,            0.073504,             0.36969,            0.070728,            0.008119,            0.008119,            0.008119
                  59,            0.078724,             0.45146,            0.071501,            0.050793,            0.065208,            0.037367,            0.021125,            0.073065,             0.37393,            0.070633,            0.008086,            0.008086,            0.008086
                  60,             0.07878,             0.42215,            0.071262,             0.05177,            0.066415,            0.038137,             0.02122,            0.071686,             0.37233,            0.070599,            0.008053,            0.008053,            0.008053
                  61,            0.076011,             0.44408,            0.071354,            0.055081,             0.06741,            0.040839,            0.023584,            0.069958,             0.36876,            0.070614,             0.00802,             0.00802,             0.00802
                  62,            0.076296,             0.41249,            0.071206,            0.055007,            0.067814,            0.041315,            0.023439,            0.070997,             0.36796,            0.070583,            0.007987,            0.007987,            0.007987
                  63,            0.078942,               0.437,            0.070851,            0.057459,            0.068264,            0.042656,            0.024014,            0.070631,              0.3704,            0.070442,            0.007954,            0.007954,            0.007954
                  64,             0.07441,             0.40467,             0.07116,            0.055375,            0.068236,            0.042081,            0.022602,            0.071011,             0.37344,            0.070377,            0.007921,            0.007921,            0.007921
                  65,            0.076666,             0.42786,            0.071236,            0.058601,            0.069474,            0.043978,            0.024479,            0.070634,              0.3686,            0.070282,            0.007888,            0.007888,            0.007888
                  66,            0.078485,             0.43514,             0.07088,            0.057833,            0.070054,            0.044271,            0.025003,            0.070654,             0.36375,            0.070251,            0.007855,            0.007855,            0.007855
                  67,            0.076257,             0.44974,             0.07084,            0.060811,            0.071671,            0.046384,             0.02669,            0.069601,             0.36098,            0.070175,            0.007822,            0.007822,            0.007822
                  68,            0.078636,             0.44356,            0.070785,            0.060346,             0.07192,            0.046523,            0.027125,            0.069513,             0.36317,            0.070133,            0.007789,            0.007789,            0.007789
                  69,            0.076399,             0.42158,            0.070603,              0.0626,            0.073478,             0.04926,            0.028685,            0.069243,             0.36454,            0.070053,            0.007756,            0.007756,            0.007756
                  70,             0.07525,             0.43856,            0.070584,            0.064369,             0.07415,            0.051026,            0.028985,            0.070065,             0.36634,            0.069962,            0.007723,            0.007723,            0.007723
                  71,            0.076429,             0.43535,            0.070723,             0.11028,            0.076198,            0.053003,            0.031334,            0.067612,              0.3581,            0.069832,             0.00769,             0.00769,             0.00769
                  72,            0.072543,             0.42099,            0.070446,            0.075564,            0.078502,            0.057419,            0.033336,            0.068878,             0.36087,            0.069691,            0.007657,            0.007657,            0.007657
                  73,            0.074939,             0.40467,            0.070436,            0.072973,            0.079024,            0.056392,            0.030338,            0.071526,              0.3643,            0.069633,            0.007624,            0.007624,            0.007624
                  74,            0.075486,             0.42476,            0.070319,             0.11046,            0.076394,            0.051852,            0.029163,            0.073738,             0.35709,            0.069683,            0.007591,            0.007591,            0.007591
                  75,            0.079683,             0.45058,            0.070451,            0.071011,            0.080129,            0.056819,            0.032703,            0.069668,             0.36088,            0.069695,            0.007558,            0.007558,            0.007558
                  76,            0.075281,             0.46449,            0.070127,             0.11408,            0.081103,              0.0574,            0.033132,            0.068124,             0.35876,            0.069618,            0.007525,            0.007525,            0.007525
                  77,            0.075537,             0.42395,              0.0704,             0.15937,            0.081779,            0.058868,            0.033562,            0.070262,             0.36181,            0.069595,            0.007492,            0.007492,            0.007492
                  78,            0.074905,              0.4203,            0.070392,             0.16202,            0.083817,            0.062305,            0.035566,            0.069762,             0.35862,            0.069447,            0.007459,            0.007459,            0.007459
                  79,            0.076942,             0.42465,            0.070115,             0.16206,            0.085443,            0.063234,            0.036849,            0.067517,             0.35423,            0.069294,            0.007426,            0.007426,            0.007426
                  80,            0.074997,             0.41134,            0.069883,              0.2423,            0.085232,            0.062134,            0.034375,              0.0691,             0.35816,            0.069187,            0.007393,            0.007393,            0.007393
                  81,            0.076343,             0.43427,            0.070109,             0.12261,            0.086485,            0.066045,            0.037189,            0.068774,             0.36024,            0.069149,             0.00736,             0.00736,             0.00736
                  82,             0.07487,             0.44196,            0.069854,              0.2106,             0.08838,            0.067733,             0.03675,            0.069766,             0.36098,               0.069,            0.007327,            0.007327,            0.007327
                  83,            0.075799,             0.44053,            0.069938,             0.34671,            0.089032,            0.068699,            0.040261,            0.067334,             0.35114,            0.068859,            0.007294,            0.007294,            0.007294
                  84,            0.075686,             0.43335,            0.069527,              0.2562,            0.091481,            0.068776,            0.040398,            0.066646,             0.35038,            0.068764,            0.007261,            0.007261,            0.007261
                  85,            0.073452,             0.40899,            0.069658,              0.2805,            0.091907,            0.069151,            0.039945,             0.06771,             0.35192,            0.068604,            0.007228,            0.007228,            0.007228
                  86,            0.072127,             0.42816,            0.069279,             0.34185,            0.091346,            0.067897,            0.039202,            0.066904,             0.35235,            0.068562,            0.007195,            0.007195,            0.007195
                  87,            0.072631,             0.41041,            0.069264,             0.39429,            0.092022,            0.070501,            0.038476,            0.069418,             0.35002,            0.068356,            0.007162,            0.007162,            0.007162
                  88,            0.076223,              0.3991,            0.069386,             0.36076,            0.090521,            0.071641,            0.041438,            0.070301,             0.35087,            0.068295,            0.007129,            0.007129,            0.007129
                  89,            0.075719,             0.40462,            0.069322,             0.40214,            0.091054,            0.073215,            0.040187,             0.07018,             0.34954,            0.068249,            0.007096,            0.007096,            0.007096
                  90,            0.073113,             0.42572,            0.069007,             0.44892,            0.089548,            0.070593,            0.039616,            0.068059,             0.35284,            0.068256,            0.007063,            0.007063,            0.007063
                  91,             0.07185,             0.42877,            0.069146,             0.44638,             0.09527,            0.076388,            0.044843,            0.066499,             0.35175,            0.068069,             0.00703,             0.00703,             0.00703
                  92,            0.071889,             0.38527,            0.068847,              0.4463,            0.095111,            0.076712,            0.043485,            0.068021,             0.35347,            0.067997,            0.006997,            0.006997,            0.006997
                  93,            0.074785,              0.4108,            0.068869,             0.44879,            0.094108,            0.078168,            0.046574,             0.06653,             0.34866,            0.067921,            0.006964,            0.006964,            0.006964
                  94,            0.074313,             0.42392,            0.068614,             0.44659,            0.094234,            0.078174,            0.047328,            0.066186,              0.3493,            0.067783,            0.006931,            0.006931,            0.006931
                  95,            0.072518,             0.38691,            0.069012,             0.45073,            0.097549,            0.078603,            0.046505,            0.067743,              0.3466,            0.067554,            0.006898,            0.006898,            0.006898
                  96,            0.073033,             0.39341,            0.068392,              0.4499,            0.099673,            0.080556,             0.04638,            0.068968,             0.34696,             0.06752,            0.006865,            0.006865,            0.006865
                  97,            0.074435,             0.40605,            0.068487,             0.50006,            0.098938,            0.083248,            0.047277,             0.06895,             0.35008,            0.067451,            0.006832,            0.006832,            0.006832
                  98,            0.073106,             0.38932,            0.068251,             0.49803,             0.09843,              0.0839,            0.047125,            0.068352,             0.35073,            0.067162,            0.006799,            0.006799,            0.006799
                  99,            0.073033,             0.43034,            0.068123,             0.45935,             0.10239,             0.08507,            0.051317,            0.065007,             0.34551,            0.067101,            0.006766,            0.006766,            0.006766
                 100,            0.072024,             0.40228,            0.068228,             0.41044,             0.10337,            0.082645,            0.049322,             0.06583,             0.34654,            0.066975,            0.006733,            0.006733,            0.006733
                 101,            0.073843,              0.3887,            0.067983,             0.45526,              0.1028,            0.085401,            0.049634,            0.067765,             0.34617,            0.066807,              0.0067,              0.0067,              0.0067
                 102,            0.072669,             0.40655,            0.067668,             0.45978,             0.10242,            0.085516,            0.051071,            0.065689,             0.34615,            0.066689,            0.006667,            0.006667,            0.006667
                 103,            0.069476,             0.39559,            0.067768,             0.44974,              0.1052,            0.083901,            0.050708,            0.064869,             0.34367,            0.066513,            0.006634,            0.006634,            0.006634
                 104,            0.071215,             0.35749,            0.067027,             0.45874,             0.10309,            0.083848,             0.04379,            0.070136,             0.34425,            0.066368,            0.006601,            0.006601,            0.006601
                 105,            0.069969,             0.40629,            0.067404,              0.4185,             0.10397,            0.084835,             0.04967,            0.065407,             0.34322,            0.066269,            0.006568,            0.006568,            0.006568
                 106,              0.0726,             0.40919,            0.067209,             0.46267,             0.10245,            0.086218,            0.049788,            0.066515,             0.34594,              0.0662,            0.006535,            0.006535,            0.006535
                 107,            0.070546,             0.39243,            0.067285,             0.45586,             0.10339,            0.087332,            0.049096,            0.067767,             0.34883,            0.065987,            0.006502,            0.006502,            0.006502
                 108,            0.071398,             0.41576,             0.06711,             0.46121,             0.10504,            0.090443,            0.054289,            0.064855,               0.345,            0.065815,            0.006469,            0.006469,            0.006469
                 109,              0.0686,             0.39677,            0.066801,             0.46089,             0.10732,            0.090854,            0.055053,            0.064751,             0.34228,             0.06567,            0.006436,            0.006436,            0.006436
                 110,            0.072532,             0.39789,            0.067023,             0.42415,             0.11005,             0.09208,            0.051925,            0.066618,             0.34272,            0.065571,            0.006403,            0.006403,            0.006403
                 111,            0.074937,             0.38295,            0.066828,             0.43124,             0.10986,            0.093428,            0.056378,            0.064611,             0.33792,            0.065544,             0.00637,             0.00637,             0.00637
                 112,            0.071867,             0.40243,            0.066937,              0.4288,             0.11059,            0.093266,            0.051568,            0.066471,             0.33942,            0.065399,            0.006337,            0.006337,            0.006337
                 113,            0.076467,             0.40532,            0.067221,             0.42893,             0.11093,            0.093057,            0.055401,            0.065118,             0.33782,            0.065224,            0.006304,            0.006304,            0.006304
                 114,            0.072657,             0.39482,            0.066231,             0.47055,             0.11042,            0.093322,            0.048885,            0.068124,               0.342,            0.065031,            0.006271,            0.006271,            0.006271
                 115,             0.07286,             0.38826,            0.066458,             0.42525,             0.11282,             0.09504,            0.057742,            0.063875,             0.33587,            0.064987,            0.006238,            0.006238,            0.006238
                 116,            0.071552,             0.40443,            0.066468,             0.42941,             0.11286,            0.095675,            0.057504,            0.064546,             0.33753,            0.064892,            0.006205,            0.006205,            0.006205
                 117,            0.069859,              0.4008,            0.066463,             0.43376,             0.11343,            0.095918,            0.057639,             0.06472,             0.33647,            0.064781,            0.006172,            0.006172,            0.006172
                 118,            0.070549,             0.40026,            0.066292,             0.42711,             0.11434,            0.096391,            0.057646,            0.064365,             0.33557,            0.064632,            0.006139,            0.006139,            0.006139
                 119,            0.075535,             0.39872,            0.065504,             0.42674,             0.11452,            0.097899,            0.058382,            0.064749,             0.33727,            0.064529,            0.006106,            0.006106,            0.006106
                 120,             0.07103,             0.38058,            0.065848,             0.42769,             0.11717,            0.099857,            0.059255,            0.064782,             0.33856,            0.064341,            0.006073,            0.006073,            0.006073
                 121,            0.072315,             0.42251,            0.065588,              0.3881,              0.1168,            0.099437,            0.057667,            0.065202,             0.33977,            0.064182,             0.00604,             0.00604,             0.00604
                 122,            0.070061,             0.40446,            0.065184,             0.42637,             0.11914,             0.10149,             0.05781,            0.065653,             0.34133,              0.0641,            0.006007,            0.006007,            0.006007
                 123,             0.06932,             0.39585,            0.064953,             0.38229,             0.12145,             0.10228,            0.060346,            0.064345,             0.33334,            0.063896,            0.005974,            0.005974,            0.005974
                 124,            0.070746,             0.40941,             0.06518,             0.38438,              0.1214,             0.10259,            0.058553,             0.06511,               0.335,            0.063843,            0.005941,            0.005941,            0.005941
                 125,            0.070531,             0.36065,            0.065532,             0.39562,             0.12046,             0.10249,            0.062102,            0.063745,             0.33155,            0.063759,            0.005908,            0.005908,            0.005908
                 126,            0.068418,             0.41039,             0.06526,             0.39981,             0.12231,             0.10332,            0.063108,            0.063615,             0.33157,            0.063692,            0.005875,            0.005875,            0.005875
                 127,            0.071389,             0.42911,            0.065013,             0.39068,             0.12367,             0.10298,            0.062855,            0.063452,             0.33094,            0.063446,            0.005842,            0.005842,            0.005842
                 128,            0.069764,             0.39215,            0.064769,             0.39255,             0.12464,             0.10415,            0.062391,            0.063341,             0.33033,            0.063295,            0.005809,            0.005809,            0.005809
                 129,            0.071284,             0.39328,            0.065247,             0.38755,             0.12527,             0.10414,            0.060186,            0.065012,             0.33211,            0.063171,            0.005776,            0.005776,            0.005776
                 130,            0.071781,             0.39002,            0.064531,             0.38867,             0.12539,              0.1051,            0.058922,            0.065692,             0.33515,            0.063089,            0.005743,            0.005743,            0.005743
                 131,            0.068632,             0.37436,            0.064315,             0.38489,             0.12737,             0.10699,            0.064783,            0.063071,             0.33109,            0.062912,             0.00571,             0.00571,             0.00571
                 132,            0.070851,             0.37423,            0.064438,             0.39658,             0.12855,              0.1082,              0.0657,            0.063433,             0.32982,             0.06286,            0.005677,            0.005677,            0.005677
                 133,            0.069003,              0.3993,            0.064619,             0.39692,             0.12936,             0.10906,            0.067001,            0.063941,             0.32963,             0.06284,            0.005644,            0.005644,            0.005644
                 134,            0.068879,             0.40896,            0.064507,             0.39818,             0.13029,             0.10982,            0.068103,            0.063291,             0.32859,            0.062735,            0.005611,            0.005611,            0.005611
                 135,            0.065968,             0.40688,            0.064028,             0.40104,             0.13215,              0.1108,            0.067856,            0.062766,             0.33408,            0.062502,            0.005578,            0.005578,            0.005578
                 136,             0.06815,             0.41032,            0.064163,             0.40208,             0.13242,             0.11195,            0.068697,            0.062874,             0.33348,            0.062368,            0.005545,            0.005545,            0.005545
                 137,            0.070724,              0.3818,            0.064477,             0.39894,             0.13445,             0.11275,            0.069063,            0.063298,             0.33047,            0.062244,            0.005512,            0.005512,            0.005512
                 138,            0.073474,             0.38349,             0.06372,             0.39911,             0.13347,             0.11214,            0.069274,            0.062928,             0.33259,             0.06216,            0.005479,            0.005479,            0.005479
                 139,            0.069366,             0.38359,            0.064102,             0.40003,             0.13408,             0.11277,              0.0709,            0.061797,             0.32633,            0.061996,            0.005446,            0.005446,            0.005446
                 140,            0.068932,               0.381,            0.063649,             0.40036,             0.13625,             0.11426,            0.070096,            0.062723,             0.32994,            0.061712,            0.005413,            0.005413,            0.005413
                 141,            0.068539,             0.38715,            0.063114,             0.40215,             0.13569,             0.11499,            0.070181,            0.062873,             0.33054,             0.06155,             0.00538,             0.00538,             0.00538
                 142,            0.069487,             0.37167,            0.063516,             0.40488,             0.13657,              0.1155,             0.06687,            0.064227,             0.33238,            0.061457,            0.005347,            0.005347,            0.005347
                 143,            0.068797,             0.36709,            0.063173,             0.40249,             0.13618,             0.11504,            0.069851,            0.062645,             0.32935,            0.061361,            0.005314,            0.005314,            0.005314
                 144,            0.068416,              0.3703,            0.063139,             0.40195,             0.13756,             0.11589,            0.070444,            0.062907,             0.33008,            0.061232,            0.005281,            0.005281,            0.005281
                 145,            0.069788,             0.37912,            0.063282,             0.40512,             0.13871,             0.11776,            0.072877,            0.062428,             0.32721,            0.061121,            0.005248,            0.005248,            0.005248
                 146,            0.069522,             0.38664,            0.062957,             0.40621,             0.14087,             0.11976,            0.074174,             0.06292,             0.32729,            0.061012,            0.005215,            0.005215,            0.005215
                 147,            0.069563,             0.39464,            0.062932,             0.40895,             0.14049,             0.12029,            0.075302,            0.061872,              0.3234,            0.060896,            0.005182,            0.005182,            0.005182
                 148,            0.070361,             0.37906,            0.062531,             0.41042,              0.1412,             0.12115,            0.074261,            0.063273,             0.32214,            0.060778,            0.005149,            0.005149,            0.005149
                 149,            0.069706,             0.38609,            0.062908,             0.40717,              0.1423,             0.12212,            0.072671,            0.062575,             0.32543,            0.060711,            0.005116,            0.005116,            0.005116
                 150,             0.07029,              0.3758,            0.062986,             0.40783,             0.14172,             0.12219,             0.07175,            0.062637,             0.32472,            0.060572,            0.005083,            0.005083,            0.005083
                 151,            0.065712,             0.33706,            0.061925,             0.40394,             0.14222,             0.12233,            0.072849,             0.06245,             0.32555,             0.06031,             0.00505,             0.00505,             0.00505
                 152,            0.070711,             0.38438,            0.062742,             0.41082,             0.14119,             0.12164,            0.074197,            0.062267,             0.32288,            0.060234,            0.005017,            0.005017,            0.005017
                 153,            0.070646,             0.39682,            0.062662,             0.41175,             0.14382,             0.12432,             0.07285,            0.063562,             0.32822,            0.060127,            0.004984,            0.004984,            0.004984
                 154,            0.067558,             0.39737,            0.061945,             0.41343,             0.14396,             0.12464,            0.069994,            0.064509,             0.32898,            0.060068,            0.004951,            0.004951,            0.004951
                 155,            0.069161,             0.38355,            0.061585,             0.41343,             0.14516,             0.12728,            0.080438,            0.061067,             0.32102,            0.059933,            0.004918,            0.004918,            0.004918
                 156,            0.067513,             0.38194,            0.061857,             0.41444,             0.14485,             0.12746,            0.080074,            0.061132,             0.31981,             0.05994,            0.004885,            0.004885,            0.004885
                 157,             0.06815,             0.36947,            0.062065,             0.41666,             0.14528,             0.12804,            0.081064,            0.060903,             0.31984,            0.059788,            0.004852,            0.004852,            0.004852
                 158,            0.066967,             0.41561,            0.061259,             0.42005,              0.1454,             0.12804,            0.077971,            0.062644,             0.32158,            0.059666,            0.004819,            0.004819,            0.004819
                 159,            0.067406,              0.3816,            0.061731,             0.42342,             0.14693,             0.12955,            0.081555,            0.061337,             0.31844,            0.059469,            0.004786,            0.004786,            0.004786
                 160,            0.071054,             0.39032,            0.061596,             0.42703,             0.14824,              0.1308,            0.081708,            0.061668,             0.31828,            0.059362,            0.004753,            0.004753,            0.004753
                 161,            0.067772,             0.36984,            0.060935,             0.42548,             0.14838,             0.13042,            0.077388,            0.062659,             0.32244,            0.059275,             0.00472,             0.00472,             0.00472
                 162,            0.069432,             0.38081,            0.061931,             0.42798,             0.14855,             0.13239,            0.079599,            0.062267,             0.32134,            0.059181,            0.004687,            0.004687,            0.004687
                 163,            0.066668,             0.38339,            0.061229,             0.43219,             0.15022,              0.1343,            0.084963,            0.060978,             0.31973,            0.059029,            0.004654,            0.004654,            0.004654
                 164,            0.067186,             0.38487,            0.061336,             0.43852,              0.1504,             0.13517,            0.084524,            0.061728,             0.31921,            0.058935,            0.004621,            0.004621,            0.004621
                 165,             0.06927,             0.36813,            0.061184,             0.43631,             0.15074,             0.13557,            0.085406,              0.0612,             0.31905,            0.058897,            0.004588,            0.004588,            0.004588
                 166,            0.066681,             0.37876,            0.061157,             0.43794,             0.15259,             0.13701,            0.086792,            0.060465,             0.31671,             0.05884,            0.004555,            0.004555,            0.004555
